Borg_ar_201,Camb_Add_2886,Cambrigde_Add_3497,GCAA_00486,Mingana_ar_christ_93_84,Mingana_syr_133,Ms_orient_A_2652,Or_1292b,Paris_Arabe_3637,Vat_ar_2054
منك:,منك,منك,منك,منك,,منك,منك,منك,
استقبلهُ,استقبله,استقبله,استقبله,استقبله,,استقبله,استقبله,استقبله,
وانتقايم:,وانتقايم_,وانتقايم,وانتقايم,وانتقايم,,انتقايمً,وانتقايم,وانتقايم,
فانلميكافيك,فانلميكافيك,فانلميكافيك,فانلميكافيك,فانلميكافيك,,فانلميكافيك,فانلميكافيك,فانلميكافيك,
ربّهُ,هو_,,,هو,,,,هو,
,,,يكافيك,يكافيك,,,,,
,ربه,ربه,ربه,ربه,,ربه,ربه,ربه,
,,عوضه,عوضه,عوضه,,عوضه,عوضه,عوضه,
,يكافيك,يكافيك,,,,يكافيك_,يكافيك,يكافيك,
عنه,عنه_,,,,,,,,
يا,يا,يا,يا,يا,يا,يا,يا,(يا,
بني,بني,بنى,بني,بني,بني,بني,بني,بني),
لا,لا,لا,لا,لا,لا,لا,لا,لا,
تعفي,تعفي,تعفى,تعفي,تعفي,تعفي,تعفي,تعفي,تعفي,
عنضربابنك,عنضربابنك,عنضربابنك,عنضربابنك,عنضربابنك,عنضربابنك,عنضربابنك,عنضربابنك,عنضربابنك,
:,,,,,,,,,
فان,فان,فان,فان,فان,فان,فان,فان,فان,
ضرب,ضربة,ضرب,ضرب,الضربللولدشبه,ضرب,ضرب,ضرب,ضرب,
ابنك,ابنك_,,,,,,,,
الولد,,الولد,الولد,,الولد,الولد,الولد,الولد,
مثل,مثل,مثل,متل,,مثل,مثل,مثل,مثل,
الزبلللبستان:,الزبلللبستان,زبلالبستان,الزبلللبستان,الزبلللبستان,الزبلللبستان,زبلالبستان,زبلالبستان,زبلالبستان,
ومثل,ومثل,ومثل,ومتل,ومثل,ومثل,ومثل,ومثل,ومثل,
ربط,ربط,ربط,ربط,ربط,,ربط,ربط,ربط,
ثم,تم,فم,تم,فم,تم,فم,فم,فم,
الكيس:,الكيس,الكيس,الكيس,الكيس,الكيس,الكيس,الكيس,الكيس,
ومثل,ومثل,ومثل,ومتل,ومثل,ومثل,ومثل,ومثل,ومثل,
رباط,رباط,رباط,رباط,شدالبهيم,رباط,رباط,رباط,رباط,
البهيمه:,البهيمه,البهيمه,البهايم,,البهيمه,البهيمه,البهيمه,البهيمه,
وغلق,ومثلغلق,وغلق,وغلق,ومثلغلق,وغلق,وغلق,وغلق,وغلق,
البابيا,الباب_يا,البابيا,البابيا,البابيا,البابيا,الباب_يا,البابيا,الباب_(يا,
بني,بني,بنى,بني,بني,بني,بني,بني,بني),
اضبطابنك,اضبطابنك,اضبطابنك,اضبطابنك,اضبطابنك,اضبطابنك,اضبطابنك,اضبطابنك,اضبطابنك,
من,من,من,من,من,من,من,من,عن,
الشرّوادّبهُ:,الشرور_,الشرور,الشرور,الشر,الشر,الشرور,الشرور,الشرور,
,وادبه,وادبه,وادبه,وادبه,وادبه,وادّبه,وادبه,وادبه,
قبلان,قبلان,قبلان,قبلان,قبلان,قبلان,قبلان,قبلان,قبلان,
يكبر,يتمرّد,يكبر,يكبر,يكبر,يكبر,يكبر,يكبر,يكبر,
ويتمرّد,,ويتمرد,ويتمرد,ويتمر,ويتمرد,ويتمرّد,ويتمرد,ويتمرد,
عليك:ويهينك,عليكويهينك,عليكويهينك,عليكويهينك,عليكويهينك,عليكويهينك,عليكويهينك,عليكويهينك,عليكويهينك,
,,,,بعين,,,,,
بين,بين,بين,بين,,بين,بين,بين,بين,
اصحابك:,الناس,اصحابك,اصحابك,اصحابك,اصحابه,اصحابك,اصحابك,اصحابك,
ويحني,ويحني,ويحنى,ويحني,ويحني,ويحني,ويحني,ويحني,ويحني,
راسك,راسك,راسك,راسك,راسك,راسك,راسك,راسك,راسك,
,,,,بين,,,,,
في,في,في,في,,في,,في,في,
,,,,,,فى,,,
الشوارعوالمحافل:,شوارعالمحافل,الشوارعوالمحافل,الشوارعوالمحافل,الشوارعوالمحافل,الشوارعوالمحافل,الشوارعوالمحافل_,الشوارعوالمحافل,الشوارعوالمحافل,
وتتعاقب,وتتعاقب,وتنعاب,وتتعاقب,وتتعاقب,وتتعاقب,وتنعاب,وتنعاب,وتنعاب,
,,,,,,,فى,,
انت,انت,,انت,,انت,,,,
بسو,في,في,في,بسو,بسو,في,اعمالك,في,
اعمالهِالرديّه,سو,,سو,افعاله,,,,,
,اعماله,اعماله,اعماله,,اعماله,اعماله,,اعماله,
,الرديه_,الرديه,الرديه,الرديه,الرديه,الرديه_,الرديه,الرديه,
يابنياقتني,يابنياقتني,,المتمرهعلي,يابنياقتني,يابنياقتني,,,,
ثور,,,,لك,ثور,,,,
مرّبع,تور,,,تور,,,,,
,مربوع,,,مربع,مربع,,,,
ذو,ذو,,,ذو,ذو,,,,
اضعاف:,اغلاف,,,اضلاع,اظلاف,,,,
وحماركبيرالحوافر:ولاتقتني,وحماركبيرالحوافر_ولاتقتني,,,وحماركبيرالحوافرولاتقتني,وحماركبيرالحوافرولاتقتني,,,,
ثور,تور,,,تور,ثور,,,,
قرباني:,قرناني,,,قرناني,قرناني,,,,
ولاتصاحبرجل,ولاتصاحبرجل,,,ولاتصاحبرجل,ولاتصاحبرجل,,,,
دقناي:,راقي,,,دقناني,ذقناني,,,,
ولاتقتنيعبد,ولاتقتنيعبد,,,ولاتقتنيعبد,ولاتقتنيعبد,,,,
هارب:,هراب,,,هراب,هرّاب,,,,
ولاجاريه,ولاجاريه,,,وجارية,ولاجاريه,,,,
سرّاقه:,سراقه,,,سراقه,سراقه,,,,
لانك,لان,,,والا,لانك,,,,
كلّ,كل,,,كل,كلشيتسلمه,,,,
شي,شي,,,شي,,,,,
تسلّمهُ,تسلموه,,,سلمته,,,,,
اليهم,لهم,,,لهم,اليهم,,,,
يهلكوهُ,يهلكوه_,,,يهلكوه,يهلكوه,,,,
يابنيلا,يابنيلا,,,يابنيلا,يابنيلا,,,,
تحوج,تدع,,,تجوّع,تحوج,,,,
والديكيلعنوك,والديكيلعنوك,,,والديكيلعنوك,والديكيلعنوك,,,,
:,فيستجب,,,,,,,,
فيستجيب,,,,فيستجيب,فيستجيب,,,,
الرب,الرب,,,الله,الرب,,,,
منهم:,منهم,,,منهم,منهم,,,,
لانهُ,لانه,,,لأنه,لانه,,,,
قد,قد,,,,قد,,,,
قيل:منيشتم,قيلمنيشتم,,,قيلمنيشتم,قيلمنيشتم,,,,
امّهُوابوهُ,ابوه,,,اباه,امهوابوه,,,,
,وامه,,,وامه,,,,,
موتًايموت:اعنيموت,موتًايموتاعنيموت,,,موتًايموتاعنيموت,موتًايموت_اعنيموت,,,,
الخطيّه:,الخطيه,,,الخطيه,الخطيه,,,,
ومنيكرم,ومنيكرم,,,ومنيكرم,ومنيكرم,,,,
والديهِ,والديه,,,والديه,والديه,,,,
تطول,يطولعمرهوحياته,,,تطول,تطول,,,,
حياتهُ:,,,,حياته,حياته,,,,
وينظر,وينظر,,,فيالارضويصادف,وينظر,,,,
كلخيريابنيلا,كلخير_يابنيلا,,,كلخيريابنيلا,كلخيريابنيلا,,,,
تمشي,تمشي,,,تمشي,تمش,,,,
فيطريقبغيرسلاح:لانكلاتعلم,فيطريقبغيرسلاحلانكلاتعلم,,,فيطريقبغيرسلاحلانكلاتعلم,فيطريقبغيرسلاحلانكلاتعلم,,,,
اين,متي,,,فيايمكان,اين,,,,
يلقاك,يلقاك,,,,يلقاك,,,,
العدو:,العدو,,,العدو,العدو,,,,
لكيتكون,لكيتكون,,,يلاقيكيابنيكنكالشجراالمظللهباغصانهاوورقهالانهكذاالرجلمعامراتهواخواته,لكيتكون,,,,
مستحضرًا,مستحضراليه_,,,,مستحضرًا,,,,
لهُ,,,,,له,,,,
يابنيلاتكون,يابنيلاتكون,,,,يابنيلاتكون,,,,
كالشجرة,كالشجرة,,,,كالشجره,,,,
العريانه:,العريانه,,,,العريانه,,,,
التي,,,,,التي,,,,
بغيرورقولا,بغيرورقولا,,,,بغيرورقولا,,,,
ثمر:,تنموا,,,,ثمر,,,,
بلكون,بلكون,,,,بلكون,,,,
كالشجرة,كالشجرة,,,,كالشجره,,,,
المجلّله,,,,,,,,,
,المجللهبورقها,,,,المجلله,,,,
بورقها,,,,,بورقها,,,,
,واغصانهالان,,,,,,,,
وقضبانها:لانهكذاالرجلفي,,,,,وقضبانهالانهكذاالرجلفي,,,,
بيتهِ,,,,,بيته,,,,
مع,,,,,مع,,,,
امراتهُواولادهُواخوتهُ:,,,,,امراته,,,,
,,,,واولاده,واولاده,,,,
,,,,,واخواته,,,,
يشبهلهذه,,,,,يشبهلهذه,,,,
الشجرة,,,,,الشجره,,,,
المثمره:,,,,,المثمره,,,,
وامّا,,,,واما,واما,,,,
الرجلالذيليس,الرجلالذيليس,,,الرجلالذيليس,الرجلالذيليس,,,,
لهُ,له,,,له,له,,,,
امراه,امراه,,,اولاد,,,,,
ولا,ولا,,,ولا,,,,,
اولاد:,اولاد,,,امراه,امراه,,,,
,,,,واخوه,واولاد,,,,
فهو,فهو,,,فهو,فهو,,,,
في,,,,,,,,,
,معيره,,,,,,,,
,في,,,في,في,,,,
,,,,,هذه,,,,
الدنيا,الدنيا,,,الدنيا,الدنيا,,,,
معيره,,,,,معيره,,,,
,,,,معيرالاعداه,,,,,
لاعدايه,,,,,لاعدايه,,,,
وممقوتعندهم:,وممقوتعندهم,,,وممقوتعندهم,وممقوتعندهم,,,,
شبه,شبه,,,شبه,يشبه,,,,
الشجرة,الشجره,,,الشجره,الشجره,,,,
التي,التي,,,التي,التي,,,,
ليسلها,ليسلها,,,بلا,ليسلها,,,,
ثمرولا,,,,,ثمرولا,,,,
ورق,ورق,,,ورق,ورق,,,,
يابني,ولاتمر_يابني,,,ولاتمريابني,يابني,,,,
كونكالشجرة,كونكالشجرة,,,,كونكالشجرة,,,,
المثمره,المثمرة,,,,المثمره,,,,
على,على,,,,على,,,,
جانبالطريق:,جانبالطريق,,جانبالطريق,,جانبالطريق,,,,
وكلمنيمرّ,وكلمن,,وكلمن,,وكلمن,,,,
,يمر,,يمر,,يمديده,,,,
ياكل,ياكل,,ياكل,,ياكل,,,,
منها:,منتمرها,,منها,,منها,,,,
وحيوان,وحيوان,,وحيوان,,وحيوان,,,,
البر,البريه,,البريه,,البر,,,,
يستظلّ,يستظل,,يستظل,,يستظل,,,,
فيها,تحتها,,تحتها,,فيها,,,,
وياكلمنورقها,وياكلمنورقها_,,وياكلمنورقها,,وياكلمنورقها_,,,,
يابني,يابني,,يابني,,يابني,,,,
,كلغنمةتسرحعنطريقهاوارفاقها_تصيرماكلهالديب_يابني,,,,,,,,
لاتقول,لاتقول,,لاتقول,لاتقول,لاتقول,,,,
ان,,,,ان,ان,,,,
سيّدي,سيدي,,سيدي,سيدي,سيدي,,,,
احمقواناحكيم:ولا,احمقواناحكيم_ولا,,احمقواناحكيمولا,احمقواناحكيمولا,احمقواناحكيمولا,,,,
تحدّث,تحدَّث,,تحدث,تتكلم,تحدث,,,,
عن,,,عن,عن,عن,,,,
سيّدك,,,سيدك,سيدك,سيدك,,,,
كلامجهل,كلامجهل_,,كلامجهل,كلامجهل,كلامجهل,,,,
وحماقه:,وحماقه_,,وحماقه,وحماقا,وحماقه,,,,
ليلاتكون,ليلاتكون,,ليلاتكون,ليلاتكون,ليلاتكون,,,,
عندهُ,عنده,,عنده,عنده,عنده,,,,
,مرذولًا_,,مردولًا,بعين,مرذولًا,,,,
مرذول:,,,,مرذول,,,,,
يابنيلا,يابنيلا,,يابنيلا,يابنيلا,يابنيلا,,,,
تكون,تكون,,تكون,تكن,تكون,,,,
منالعبيد,منالعبيد,,منالعبيد,منالعبيد,منالعبيد,,,,
الذين,الذين,,الدين,الذين,الذين,,,,
يقولون,يقولون,,يقولون,يقولون,يقولون,,,,
ليس,لهم,,لهم,لهم,لهم,,,,
اسيادهم,اسيادهم,,اسيادهم,اسيادهم,اسيادهم,,,,
اخرجوا,اخرجوا,,اخرجوا,اخرجو,اخرجوا,,,,
عنّنا:,عنا_,,عنا,عنا,عننا,,,,
بل,بل,,بل,بل,بل,,,,
كن,كون,,كون,,كون,,,,
من,من,,من,من,من,,,,
الذين,الذين,,الدين,الذين,الذين,,,,
يقولونلهم,يقولونلهم,,يقولونلهم,يقولونلهم,يقولونلهم,,,,
ادنوا,ادنوا,,ادنوا,اسيادهمادنو,ادنوا,,,,
وتعالوا:,وتعالوا,,وتعالوا,وتعالوا,وتعالوا,,,,
,الينا_,,,الينا,,,,,
يابنيلا,يابنيلا,,يابنيلا,يابنيلا,يابنيلا,,,,
تشتم,تختشي,,تشتم,تشتم,تشتم,,,,
ربك,ربك,,ربك,ربك,ربك,,,,
الذي,الذي,,الدي,,الذي,,,,
خلقك:,خلقك,,خلقك,,خلقك,,,,
ليلايسخطعليك:,ليلايسخطعليك_,,ليلايسخطعليك,ليلايسخطعليك,ليلايسخطعليك,,,,
يابني,,,يابني,يابنيعنزتالذيتكثر,يابني,,,,
غنمةً,,,غنمةً,,غنمة,,,,
تسرع,,,تسرع,,تسرع,,,,
خطواتها:,,,خطاها,خطواتها,خطواتها,,,,
تصير,,,تصير,تصير,تصير,,,,
ماكلًا,,,ماكلًا,ماكلا,ماكلًا,,,,
للذيب,,,للدياب,للديب,للديب_,,,,
يابنيحسّن,يابنيحسّن,,يابنيحسن,يابنيحسّن,يابنيحسن,,,,
كلامك,كلامك,,كلامك,كلامك,كلامك,,,,
وحلّي,وحلّي,,وحلي,وحلّي,وحلي,,,,
لسانك:ولاتتركرفيقكيدوس,لسانكولاتتركرفيقكيدوس,,لسانكولاتتركرفيقكيدوس,لسانكولاتتركرفيقكيدوس,لسانكولاتتركرفيقكيدوس,,,,
على,على,,علي,علي,على,,,,
رجلك:,رجلك,,رجلك,وجهك,رجلك,,,,
ليلا,ليلا,,ليلا,ليلا,ليلا,,,,
يدوس,تدوس,,يدوس,يدوس,يدوس,,,,
مرّة,مرة,,مرةً,,مرة,,,,
اخرى,اخره,,اخره,,اخرى,,,,
على,على,,علي,علي,على,,,,
صدركيابني,صدرك_يابني,,صدركيابني,صدركيابني,صدرك_يابني,,,,
اذا,اذا,,ادا,اضرب,اذا,,,,
ضربت,ضربت,,ضربت,,ضربت,,,,
الحكيمبكلام,الحكيمبكلام,,الحكيمبكلام,الحكيمبكلام,الحكيمبكلام,,,,
حكمه:يبقا,حكمهيبقا,,حكمهيبقا,الحكمهتبقا,حكمهيبقا,,,,
فيقلبه,فيقلبه,,فيقلبه,فيقلبه,فيقلبه,,,,
مثل,مثل,,متل,لهامسكن,مثل,,,,
حمّةالرفيعه:,حميهرفيعه_,,حميهرفيعه,,حميهرفيعه,,,,
والجاهل,واذا,,وادا,والجاهل,والجاهل,,,,
اذا,ضربتالجاهل,,ضربتالجاهل,ان,اذا,,,,
ضربتهُ,,,بعصه,ضربته,ضربته,,,,
,بعصاه,,,,,,,,
بعصاه,,,,,بعصاه,,,,
,,,,بالعصه,,,,,
لايفهم:ولا,لايفهمولا,,لايفهمولا,لايفهمولا,لايفهمولا,,,,
يسمع,يسمع_,,يسمع,يعرف,يسمع,,,,
يابني,يابني,,يابني,يابني,يابني,,,,
اذا,اذا,,ادا,ان,اذا,,,,
ارسلت,ارسلت,,ارسلت,ارسلت,ارسلت,,,,
الحكيم,الحكيم,,الحكيم,,الحكيم,,,,
فيحاجتك:,فيحاجتك,,فيحاجتك,فيحاجتك,فيحاجتك,,,,
,,,,حكيمًا,,,,,
لا,لا,,لا,لا,لا,,,,
توصّيهِ,توصيه,,توصيه,توصيه,توصيه,,,,
كثير:,كثير,,كتيروادا,كثيرًاوان,كثير_,,,,
,واقضيحاجتكانتلانهيقضيكماتريد,,,,,,,,
واذا,واذا,,,,واذا,,,,
ارسلتالاحمقلا,ارسلتالاحمقلا,,ارسلتالاحمقلا,ارسلتالاحمقلا,ارسلتالاحمقلا,,,,
توصّيهِ:,توصيه,,توصيه,توصيه,توصيه,,,,
بل,بل,,بل,بل,بل,,,,
انت,,,,,انت,,,,
امضي,امضي,,امضي,امضي,امضي,,,,
واقضيشغلك:,انت,,انت,انت,واقضيشغلك,,,,
لانهُ,واقضي,,اقضي,فيقضاها,_لانه,,,,
,حاجتك,,حاجتك,,,,,,
,ولو,,,,ولو,,,,
,لانك,,لانك,,,,,,
ولو,,,ولو,,,,,,
وصيّتهُ,وصيته,,وصيته,,وصيته,,,,
مايقضيكماتريد,مايقضيكماتريد_,,مايقضيكماتريد,,مايقضيكماتريد_,,,,
يابني,اذا,,يابني,,يابني,,,,
اذا,,,ادا,,اذا,,,,
ارسلوك,ارسلوك,,ارسلوك,,ارسلوك,,,,
فيحاجه:فوزبقضاها,بحاجهفعددبقضاها,,فيحاجهفوزبقضاها,,فيحاجهفوزبقضاها,,,,
عاجلًا:,عاجلًا,,عاجلًا,عاجلًا,عاجلًا_,,,,
واياك,يابنيلا,,واياك,واياك,واياك,,,,
ان,,,ان,,ان,,,,
تعاديرجل,تعاديرجل,,تعاديرجل,تعاديرجل,تعاديرجل,,,,
اقوى,اقوي,,اقوا,اقوي,اقوى,,,,
منك,منك,,منك,منك,منك,,,,
:لانّهُ,لانه,,لانه,فلعلهيزين,لانه,,,,
يوزن,يوزن,,يوزن,,يوزن,,,,
وزنكوينتقممنك,وزنكوينتقممنك,,وزنكوينتقممنك,وزنكوينتقممنك,وزنكوينتقممنك,,,,
,_,,,,,,,,
يابني,يابني,,يابني,يابني,يابني,,,,
جرّب,جرب,,جرب,جرب,جرب,,,,
ابنك,ابنك,,ابنك,ابنك,ابنك,,,,
وغلامك:,واغلامك,,وغلامك,وغلامك,وغلامك,,,,
قبلان,قبلان,,قبلان,قبلان,قبلان,,,,
تسلّم,تسلم,,تسلم,تسلم,تسلم,,,,
لهم:,لهم,,لهم,لهم,لهم,,,,
رزقك:,رزقك,,رزقك,مالكورزقك,رزقك,,,,
والّافيبدّدوهُ:,ليلايذهبوه,,والافيبددوه,,والافيبددوه,,,,
لانمن,لانمن,,لانمن,لانمن,لانمن,,,,
هو,,,هو,,هو,,,,
يدّهُ,يده,,يده,يده,يده,,,,
ممتليهيدعاحكيم:,ممتليهيدعاحكيم,,ممتليهيدعاحكيم,ممتليهيدعاحكيم,ممتليهيدعاحكيم,,,,
ولوكاناحمقجاهل:,ولوكاناحمقجاهل,,ولوكاناحمقجاهل,,ولوكاناحمقجاهل,,,,
ومن,ومن,,ومن,ومن,ومن,,,,
هو,,,هو,,هو,,,,
يدّهُ,يده,,يده,يده,يده,,,,
فارغه,فارغه,,فارغه,فارغه,فارغه,,,,
دايم,,,,,ذاك,,,,
يدعامسكين,يدعامسكين,,يدعامسكين,يدعامسكين,يدعامسكين,,,,
وجاهل,جاهل,,جاهل,,وجاهل,,,,
ولوكانراسالحكما,ولوكانراسالحكما_,,ولوكانراسالحكما,,ولوكانراسالحكما,,,,
يابنياكلتالعلقم,يابنياكلتالعلقم,,يابنياكلتالعلقم,يابنياكلتالعلقم,,,,,
وبلعت,وبلعت,,وبلعت,وبلعت,,,,,
الصبر:,الصبر,,الصبر,الصبر,,,,,
فما,فما,,فما,ما,,,,,
وجدت,وجدت,,وجدت,وجدت,,,,,
امرّ,امرّ,,امر,أشدّ,,,,,
منالفقر,منالفقر,,منالفقر,منالفقر,,,,,
والقلّه,والقلة_,,والغم,والقله,,,,,
يابني,يابني,,يابني,يابني,يابني,,,,
علّم,علم,,علم,علم,علم,,,,
ابنكالضيقوالجوع:,ابنكالضيقوالجوع,,ابنكالضيقوالجوع,ابنكالضيقوالجوع,ابنكالضيقوالجوع,,,,
حتى,حتى,,حتى,حتي,حتى,,,,
يحسنتدبير,يحسنتدبير,,يحسنتدبير,يحسنتدبير,يحسنتدبير,,,,
بيتهُ:,بيته,,بيته,بيته,بيته,,,,
ولا,_,,ولا,,ولا,,,,
تعلّم,يابنيلا,,,يابنيلا,,,,,
,تعلم,,تعلم,تعلم,تعلم,,,,
الجاهل,الجاهل,,الجاهل,الاحمق,الجاهل,,,,
كلام,كلام,,كلام,كلام,كلام,,,,
الحكمه:,الحكما,,الحكمه,الحكمه,الحكما,,,,
واناحتجت,لانهاتقيلهعليهيابني,,واناحتجت,واناحتجت,واناحتجت,,,,
,,,,ونالكالضر,,,,,
لاتكشفحالكلصاحبك:,لاتكشفحالكلصاحبك,,لاتكشفحالكلصاحبك,لاتكشفحالكلصاحبك,لاتكشفحالكلصاحبك,,,,
ليلا,ليلا,,ليلا,لئلا,ليلا,,,,
تكونعنده,تكونعنده,,تكونعنده,تكونعنده,تكونعنده,,,,
,,,,بمنزلت,,,,,
خسيس,خسيس_,,خسيس,خسيس,خسيس,,,,
,يابنيعما,,,بعينالنقص,,,,,
يابنيعما,,,يابنيعما,يابنيعما,يابنيعما,,,,
العيناخير,,,,العيناخير,العيناخير,,,,
منعما,,,,منعما,منعما,,,,
القلب:,القلب,,القلب,القلب,القلب,,,,
,اصعب,,اصعب,,,,,,
,منعما,,منعما,,,,,,
,العينين,,العيم,,,,,,
لان,لان,,لان,لان,لان,,,,
الاعمى,عما,,اعما,الاعما,الاعمى,,,,
,العين,,العين,,يهادي,,,,
يهتدي,يهتدي,,يهتدي,يهتدي,,,,,
الطريققليلًاقليلًا:,قليلقليل,,قليلقليل,الطريققليلًاقليلًا,الطريققليلًاقليلًا,,,,
واعمى,واما,,واما,واما,واعمى,,,,
,عما,,اعما,عما,,,,,
القلب,القلب,,القلب,القلب,القلب,,,,
لا,لا,,لا,فلايفهمولا,لا,,,,
يهتدي:بليترك,يهتديبليترك,,يهتديبليترك,يهتديبليترك,يهتديبليترك,,,,
الطريق,طريق,,الطريق,الطريق,طريق,,,,
المستقيم:ويمضيفي,المستقيمويمضيفي,,المستقيمويمضيفي,المستقيمويمضيفي,المستقيمويمضيفي,,,,
,طريق,,الاعوجاجوعترة,الاعواج,,,,,
الاعوج:,الاعوج,,,,الاعوج,,,,
وعثرة,_يابنيعترت,,,وعثرة,وعثره,,,,
الانسان,الانسان,,الانسان,المرء,الانسان,,,,
برجلهِ:,برجله,,برجله,برجله,برجله,,,,
اخيرمن,اخيرمن,,اخيرمن,اخيرمن,اخيرمن,,,,
عثرته,عترتالانسان,,عترته,عثرته,عثرته,,,,
بلسانهِ,بلسانه_,,بلسانه,بلسانه,بلسانه,,,,
يابني,يابني,,يابني,يابني,يابني,,,,
الصاحب,الصديق,,الصاحب,الصاحب,الصاحب,,,,
القريباخيرمن,القريباخيرمن,,القريباخيرمن,القريباخيرمن,القريباخيرمن,,,,
اخًا,اخ,,اخًا,ذهبجيد,اخًا,,,,
بعيد:,بعيد,,بعيد,,بعيد,,,,
واسمًا,واحسنيابنيَّالحسن,,واسمًا,,واسمًا,,,,
جيّدًا,,,جيدًا,,جيدًا,,,,
اخيرمن,,,اخيرمن,,اخيرمن,,,,
دهنًا,,,دهنًا,,دهناجيدا,,,,
جيّدًا:,,,جيدًا,,,,,,
لان,,,لان,لان,لان,,,,
الدهن,,,الدهن,الذهب,الدهن,,,,
يفرغ:والاسم,,,يفرغوالاسم,يفرغوالاسم,يفرغوالاسم,,,,
الجيّد,,,الجيد,الجيد,الجيد,,,,
يدومويبقا,,,يدومويبقا,يدومويبقا,يدومويبقا,,,,
الى,,,الي,الي,الى,,,,
الابد:والحسن,,,الابدوالحسن,الابدوالحسن,الابدوالحسن,,,,
يبلا,يبلا,,يبلا,يبلا,يبلا,,,,
والعالميفنا:,والعلميبقا,,والعالميفنا,والعالميفنا,والعالميفنا,,,,
والدنياتزولوتبطل,والدنياتزولوتبطل_,,والدنياتزولوتبطل,والدنياتزولوتبطل,والدنياتزولوتبطل,,,,
,والاسمالجيد,,والاسمالجيد,والاسمالجيد,والاسمالجيد,,,,
,الجيد,,لم,يدوم,لم,,,,
,لا,,,لا,,,,,
,يبطل,,يعبر,يعبر,يعبر,,,,
,ولا,,ولا,ولا,ولم,,,,
,يزول_,,يزول,يزول,يزول,,,,
يابنيرجلليسلهراحه:,يابنيرجلليسلهراحه_,,يابنيرجلليسلهراحه,يابنيرجلليسلهراحه,يابنيرجلليسلهراحه,,,,
موتهُ,موته,,موته,في,موته,,,,
,,,,حياته,,,,,
,,,,الموت,,,,,
اخيرمن,اخيرمن,,اخيرمن,اخيرمن,اخيرمن,,,,
حياته:,حياته,,حياته,,حياته,,,,
,,,,الحياهصوت,,,,,
وصوت,وصوت,,وصوت,,وصوت,,,,
البكااخيرمنصوت,البكااخيرمنصوت,,البكااخيرمنصوت,البكااخيرمنصوت,البكااخيرمنصوت,,,,
الفرح:,الغنا,,الغنا,الغنا,الغنا,,,,
لانالحزنوالبكافيهم,لانالحزنوالبكافيهم,,لانالحزنوالبكافيهم,لانالحزنوالبكافيهم,لانالحزنوالبكافيهم,,,,
مخافة,مخافة,,مخافة,مخافت,مخافة,,,,
اللهيابني,الله_يابني,,اللهيابني,اللهيابني,اللهيابني,,,,
مال,مال,,مالًا,مال,مال,,,,
قليل,قليل,,قليل,قليل,قليل,,,,
مجموع:,,,مجموع,مجموع,مجموع,,,,
اخيرمن,اخيرمن,,اخيرمن,اخيرمن,اخيرمن,,,,
مال,مال,,مالًا,مال,مال,,,,
كثير,,,كثير,كثير,كثير,,,,
مبدّد:,مبدد_,,مبدد,مبدد,مبدد,,,,
,يابني,,,,,,,,
وكلبحياخيرمن,وكلبحياخيرمن,,وكلبحياخيرمن,وكلبحياخيرمن,وكلبحياخيرمن,,,,
سبع,انهيكونميتانسانفقير_,,اسد,اسد,سبع,,,,
ميت:وانسان,,,ميتوانسان,ميتوانسان,ميتوانسان,,,,
,يابني,,,,,,,,
,انسان,,,فقيريعمااحسن,,,,,
فقيريعملخير:اخير,فقيريعملخيراخير,,فقيريعملخيراخير,,فقيريعملخيراخير,,,,
,,,,منغني,,,,,
منغني,منغني,,منغني,,منغني,,,,
,,,,ميتبخطاياه,,,,,
,,,,يابني,,,,,
ميّت,ميتًا,,ميت,,ميت,,,,
بالخطايايابني,بالخطايايابني,,بالخطايايابني,اطمرالحكمه,بالخطايايابني,,,,
اطمر,احفظ,,اطمر,,اضمر,,,,
الكلمه,الكلمه,,الكلمه,,الكلمه,,,,
فى,في,,في,في,في,,,,
قلبكيكون,قلبكيكون,,قلبكيكون,قلبكيكون,قلبكيكون,,,,
لك,لك,,لك,ذلكاصلح,لك,,,,
جيّد:وايّاك,جيدًا,,جيد,,جيد,,,,
,واياك,,واياك,واياك,واياك,,,,
انتكشف,انتكشف,,انتكشف,انتكشف,انتكشف,,,,
سرّ,سر,,سر,سر,سر,,,,
صاحبك,صاحبك,,صاحبك,صاحبك,صاحبك,,,,
يا,يا,يا,يا,ولا,يا,يا,يا,(يا,
بني,بني,بنى,بني,,بني,بني,بني,بني),
لا,لا,لا,لا,,لا,لا,لا,لا,
تخرجالكلمهمن,تخرجالكلمهمن,تخرجالكلمهمن,تخرجالكلمهمن,تخرجالكلمهمن,تخرجالكلمهمن,تخرجالكلمهمن,تخرجالكلمهمن,تخرجالكلمهمن,
فمك,فمك,فمك,فمك,شفتيك,فمك,فمك,فمك,فمك,
حتى,حتى,حتى,حتي,حتي,حتى,حتى,حتي,حتي,
تشاورقلبك,تشاورقلبك,تشاورقلبك,تشاورقلبك,تشاورقلبك,تشاورقلبك,تشاورقلبك,تشاورقلبك,تشاورقلبك,
:,و,,,واذاسمعتكلمهمناحداطمرهافيقلبكلانكلماتركتهااجودلكيابني,,,,و,
ولا,لا,ولا,ولا,لا,ولا,ولا,ولا,لا,
تقومبين,تقومبين,تقومبين,تقومبين,تقومبين,تقومبين,تقومبين,تقومبين,تقومبين,
